# RTK ground truth trajectory (2D only, Z=0)
# Transformations applied:
#   1. Zero at origin (first measurement at 0,0)
#   2. Timestamps normalized to start at 0
#   3. Z coordinate set to 0 (2D trajectory)
# Original origin: (484992.14, 4418835.23)
# Format: t x y z qx qy qz qw
49.997944832 -1.995424352 3.060227147 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
50.197066784 -2.080551490 3.166431117 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
50.397304773 -2.173222234 3.273622515 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
50.598030090 -2.257105874 3.381479803 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
50.797403574 -2.340970082 3.491372451 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
50.997096777 -2.417996501 3.603113139 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
51.197686434 -2.492114006 3.718950885 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
51.397310734 -2.566832375 3.829199721 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
51.597694397 -2.627918396 3.940950502 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
51.797876120 -2.692408360 4.054171817 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
51.997132540 -2.758842465 4.164967754 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
52.197226524 -2.818719036 4.278541912 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
52.397713661 -2.876803297 4.386093313 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
52.597700834 -2.941789202 4.495641542 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
